id_treatment,id_inoc,id_faeces,starting_date,weight_0dpi,weight_14dpi,water_content_14dpi,ph_14dpi,exclude,id_bact,date,ecoli_cfu_per_g,enterococcus_cfu_per_g,area_size_0dpi,area_size_7dpi,area_size_14dpi,area_size_2dpi,area_size_5dpi,growth_description_0dpi,growth_description_7dpi,growth_description_14dpi,growth_description_2dpi,growth_description_5dpi,contamination_area_0dpi,contamination_area_7dpi,contamination_area_14dpi,contamination_area_2dpi,contamination_area_5dpi,reproductive_structures_0dpi,reproductive_structures_7dpi,reproductive_structures_14dpi,reproductive_structures_2dpi,reproductive_structures_5dpi,collection_date_1,collection_date_2,total_weight,ph,water_content_0dpi,faecal_ecoli_cfu_per_g_1,faecal_ecoli_cfu_per_g_2,faecal_ecoli_cfu_per_g_3,species,material,material_2,production_date,experiment
76,30,7,2025-08-05,23,NA,NA,NA,NA,NA,NA,NA,NA,0.731,0.731,0.731,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,T. harzianum T22,MEA,none,NA,1_1
77,30,7,2025-08-05,23.91,NA,NA,NA,NA,31,2025-08-19,1721698113.20755,NA,0.752,3.141,32.172,NA,NA,0,2,1,NA,NA,0,0,63.617,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,T. harzianum T22,MEA,none,NA,1_1
78,31,7,2025-08-05,22.83,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.77,0.77,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,T. harzianum CBS245.93,MEA,none,NA,1_1
79,31,7,2025-08-05,20.25,NA,NA,NA,NA,NA,NA,NA,NA,0.797,0.797,0.797,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,T. harzianum CBS245.93,MEA,none,NA,1_1
80,31,7,2025-08-05,19.55,NA,NA,NA,NA,NA,NA,NA,NA,0.903,0.903,0.903,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,T. harzianum CBS245.93,MEA,none,NA,1_1
81,32,7,2025-08-05,21.83,NA,NA,NA,NA,NA,NA,NA,NA,0.715,0.715,0.715,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,T. gamsii,MEA,none,NA,1_1
82,32,7,2025-08-05,24.31,NA,NA,NA,NA,NA,NA,NA,NA,0.863,0.863,0.863,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,T. gamsii,MEA,none,NA,1_1
83,32,7,2025-08-05,22.93,NA,NA,NA,NA,NA,NA,NA,NA,0.684,0.684,0.684,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,T. gamsii,MEA,none,NA,1_1
84,31,7,2025-08-05,22.66,NA,NA,NA,NA,NA,NA,NA,NA,0.67,0.67,0.67,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,T. harzianum CBS245.93,MEA,none,NA,1_1
85,31,7,2025-08-05,22.61,NA,NA,NA,NA,32,2025-08-19,1402542372.88136,NA,0.674,1.432,1.432,NA,NA,0,5,2,NA,NA,0,47.395,63.617,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,T. harzianum CBS245.93,MEA,none,NA,1_1
86,31,7,2025-08-05,22.06,NA,NA,NA,NA,NA,NA,NA,NA,0.773,0.773,0.773,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,T. harzianum CBS245.93,MEA,none,NA,1_1
87,34,7,2025-08-05,19.68,NA,NA,NA,NA,33,2025-08-19,>50,NA,0.727,0.727,0.727,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,ctrl,MEA,none,NA,1_1
88,34,7,2025-08-05,21.96,NA,NA,NA,NA,34,2025-08-19,7.09219858156028,NA,0.752,0.752,0.725,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,ctrl,MEA,none,NA,1_1
89,34,7,2025-08-05,23.62,NA,NA,NA,NA,35,2025-08-19,>50,NA,0.616,0.616,0.616,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,ctrl,MEA,none,NA,1_1
90,35,7,2025-08-05,19.91,NA,NA,NA,NA,36,2025-08-19,848684210.526316,NA,0.651,63.617,63.617,NA,NA,0,2,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,F33 Sordaria,MEA,none,NA,1_1
91,35,7,2025-08-05,20.47,NA,NA,NA,NA,37,2025-08-19,508547008.547009,NA,0.713,63.617,63.617,NA,NA,0,2,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,F33 Sordaria,MEA,none,NA,1_1
92,35,7,2025-08-05,22.2,NA,NA,NA,NA,38,2025-08-19,1628205128.20513,NA,0.661,63.617,63.617,NA,NA,0,2,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,F33 Sordaria,MEA,none,NA,1_1
93,36,7,2025-08-05,21.55,NA,NA,NA,NA,39,2025-08-19,532846715.328467,NA,0.738,63.617,63.617,NA,NA,0,2,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,F35 Sordaria,MEA,none,NA,1_1
94,36,7,2025-08-05,20.92,NA,NA,NA,NA,40,2025-08-19,736666666.666667,NA,0.738,63.617,63.617,NA,NA,0,2,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,F35 Sordaria,MEA,none,NA,1_1
95,36,7,2025-08-05,22.69,NA,NA,NA,NA,41,2025-08-19,675324675.324675,NA,0.742,63.617,63.617,NA,NA,0,2,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,F35 Sordaria,MEA,none,NA,1_1
96,37,7,2025-08-05,22.8,NA,NA,NA,NA,NA,NA,NA,NA,0.73,0.73,0.73,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,Panaeolous,MEA,none,NA,1_1
97,38,7,2025-08-05,19.1,NA,NA,NA,exclude,NA,NA,NA,NA,0.69,0.69,0.69,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-04,NA,600,NA,0.71,15068493.1506849,13291139.2405063,26315789.4736842,F39 Thermo tolerant,MEA,none,NA,1_1
98,39,8,2025-08-07,21.28,NA,NA,NA,NA,NA,NA,NA,NA,0.679,2.255,2.255,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,T. veluntinum,MEA,none,NA,1_1
99,39,8,2025-08-07,21.9,NA,NA,NA,NA,NA,NA,NA,NA,0.753,0.753,0.753,NA,NA,0,0,0,NA,NA,0,0,63.617,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,T. veluntinum,MEA,none,NA,1_1
100,39,8,2025-08-07,20.82,NA,NA,NA,NA,NA,NA,NA,NA,0.647,1.021,2.151,NA,NA,0,3,1,NA,NA,0,0,63.617,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,T. veluntinum,MEA,none,NA,1_1
101,40,8,2025-08-07,21.74,NA,NA,NA,NA,51,2025-08-21,25468750,NA,0.691,63.617,63.617,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,F33 Sordaria,MEA,none,NA,1_1
102,40,8,2025-08-07,21.31,NA,NA,NA,NA,52,2025-08-21,3775510.20408163,NA,0.689,63.617,63.617,NA,NA,0,1,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,F33 Sordaria,MEA,none,NA,1_1
103,40,8,2025-08-07,21.94,NA,NA,NA,NA,45,2025-08-21,12445652.173913,NA,0.722,63.617,63.617,NA,NA,0,2,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,F33 Sordaria,MEA,none,NA,1_1
103,40,8,2025-08-07,21.94,NA,NA,NA,NA,53,2025-08-21,220338983.050847,NA,0.722,63.617,63.617,NA,NA,0,2,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,F33 Sordaria,MEA,none,NA,1_1
104,41,8,2025-08-07,23.31,NA,NA,NA,NA,46,2025-08-21,2806122.44897959,NA,0.738,63.617,63.617,NA,NA,0,2,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,F35 Sordaria,MEA,none,NA,1_1
105,41,8,2025-08-07,20.46,NA,NA,NA,NA,47,2025-08-21,4312500,NA,0.707,63.617,63.617,NA,NA,0,2,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,F35 Sordaria,MEA,none,NA,1_1
106,41,8,2025-08-07,20.99,NA,NA,NA,NA,NA,NA,NA,NA,0.678,63.617,63.617,NA,NA,0,2,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,F35 Sordaria,MEA,none,NA,1_1
107,42,8,2025-08-07,20.73,NA,NA,NA,NA,NA,NA,NA,NA,0.741,0.741,0.741,NA,NA,0,0,0,NA,NA,0,0,53.108,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,F37 Mold,MEA,none,NA,1_1
108,42,8,2025-08-07,20.61,NA,NA,NA,NA,44,2025-08-21,113.333333333333,NA,0.745,0.745,0.745,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,F37 Mold,MEA,none,NA,1_1
109,42,8,2025-08-07,20.06,NA,NA,NA,NA,55,2025-08-21,333333333.333333,NA,0.731,12.27,31.904,NA,NA,0,5,5,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,F37 Mold,MEA,none,NA,1_1
110,43,8,2025-08-07,19.98,NA,NA,NA,NA,48,2025-08-21,1.04e+10,NA,0.781,7.104,10.385,NA,NA,0,2,1,NA,NA,0,0,26.229,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,T. koningii,MEA,none,NA,1_1
111,43,8,2025-08-07,24.13,NA,NA,NA,NA,49,2025-08-21,11129032258.0645,NA,0.718,6.216,9.065,NA,NA,0,2,1,NA,NA,0,0,37.162,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,T. koningii,MEA,none,NA,1_1
112,43,8,2025-08-07,20.91,NA,NA,NA,NA,50,2025-08-21,11056338028.169,NA,0.693,6.566,9.507,NA,NA,0,2,1,NA,NA,0,0,63.617,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,T. koningii,MEA,none,NA,1_1
113,44,8,2025-08-07,20.33,NA,NA,NA,NA,NA,NA,NA,NA,0.663,0.663,0.663,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,T. atroviridae,MEA,none,NA,1_1
114,44,8,2025-08-07,20.67,NA,NA,NA,NA,NA,NA,NA,NA,0.611,0.611,0.611,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,T. atroviridae,MEA,none,NA,1_1
115,44,8,2025-08-07,19.46,NA,NA,NA,NA,NA,NA,NA,NA,0.667,1.724,2.494,NA,NA,0,2,1,NA,NA,0,0,63.617,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,T. atroviridae,MEA,none,NA,1_1
116,45,8,2025-08-07,21.09,NA,NA,NA,NA,43,2025-08-21,217.054263565891,NA,0.747,0.747,0.747,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,ctrl,MEA,none,NA,1_1
117,45,8,2025-08-07,20.1,NA,NA,NA,exclude,54,2025-08-21,2869158878.50467,NA,0.71,0.71,0.71,NA,NA,0,0,0,NA,NA,0,63.617,63.617,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,ctrl,MEA,none,NA,1_1
118,45,8,2025-08-07,19.4,NA,NA,NA,NA,42,2025-08-21,442.857142857143,NA,0.74,0.74,0.74,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-06,NA,580,NA,0.79,43069306.9306931,28888888.8888889,49065420.5607477,ctrl,MEA,none,NA,1_1
119,46,9,2025-08-13,21.39,NA,NA,NA,NA,56,2025-08-27,>50,NA,0.683,0.683,0.683,0.683,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-12,NA,520,NA,0.79,121052.631578947,384615.384615385,407766.990291262,ctrl,MEA,none,NA,1_1
120,46,9,2025-08-13,18.9,NA,NA,NA,NA,57,2025-08-27,>50,NA,0.758,0.758,0.758,0.758,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,2025-08-12,NA,520,NA,0.79,121052.631578947,384615.384615385,407766.990291262,ctrl,MEA,none,NA,1_1
121,46,9,2025-08-13,20.31,NA,NA,NA,exclude,58,2025-08-27,7079646.01769912,NA,0.722,0.722,0.722,NA,NA,0,0,0,NA,NA,0,40.53,63.617,NA,NA,0,0,0,NA,NA,2025-08-12,NA,520,NA,0.79,121052.631578947,384615.384615385,407766.990291262,ctrl,MEA,none,NA,1_1
122,47,9,2025-08-13,19.62,NA,NA,NA,NA,59,2025-08-27,4687500,NA,0.689,63.617,63.617,NA,NA,0,2,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-12,NA,520,NA,0.79,121052.631578947,384615.384615385,407766.990291262,F36 Sordaria,MEA,none,NA,1_1
123,47,9,2025-08-13,20.45,NA,NA,NA,NA,60,2025-08-27,437500,NA,0.722,63.617,63.617,19.568,NA,0,1,1,3,NA,0,0,0,0,NA,0,0,0,0,NA,2025-08-12,NA,520,NA,0.79,121052.631578947,384615.384615385,407766.990291262,F36 Sordaria,MEA,none,NA,1_1
124,47,9,2025-08-13,19.82,NA,NA,NA,NA,61,2025-08-27,155339.805825243,NA,0.72,63.617,63.617,23.144,NA,0,1,1,3,NA,0,0,0,0,NA,0,0,0,0,NA,2025-08-12,NA,520,NA,0.79,121052.631578947,384615.384615385,407766.990291262,F36 Sordaria,MEA,none,NA,1_1
125,48,9,2025-08-13,19.38,NA,NA,NA,NA,62,2025-08-27,57553.9568345324,NA,0.689,63.617,63.617,7.124,NA,0,2,1,3,NA,0,0,0,0,NA,0,0,0,0,NA,2025-08-12,NA,520,NA,0.79,121052.631578947,384615.384615385,407766.990291262,F35 Sordaria,MEA,none,NA,1_1
126,48,9,2025-08-13,19.66,NA,NA,NA,NA,63,2025-08-27,24295.7746478873,NA,0.698,63.617,63.617,NA,NA,0,2,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-12,NA,520,NA,0.79,121052.631578947,384615.384615385,407766.990291262,F35 Sordaria,MEA,none,NA,1_1
127,48,9,2025-08-13,20.15,NA,NA,NA,NA,64,2025-08-27,8333.33333333333,NA,0.696,63.617,63.617,18.354,NA,0,2,1,3,NA,0,0,0,0,NA,0,0,0,0,NA,2025-08-12,NA,520,NA,0.79,121052.631578947,384615.384615385,407766.990291262,F35 Sordaria,MEA,none,NA,1_1
128,50,9,2025-08-13,19.77,NA,NA,NA,NA,NA,NA,NA,NA,0.833,0.833,0.833,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-12,NA,520,NA,0.79,121052.631578947,384615.384615385,407766.990291262,F40,MEA,none,NA,1_1
129,50,9,2025-08-13,18.78,NA,NA,NA,NA,NA,NA,NA,NA,0.831,0.831,0.831,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-12,NA,520,NA,0.79,121052.631578947,384615.384615385,407766.990291262,F40,MEA,none,NA,1_1
130,50,9,2025-08-13,19.56,NA,NA,NA,NA,NA,NA,NA,NA,0.683,0.683,0.683,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2025-08-12,NA,520,NA,0.79,121052.631578947,384615.384615385,407766.990291262,F40,MEA,none,NA,1_1
