id_treatment,id_inoc,id_faeces,starting_date,weight_0dpi,weight_14dpi,water_content_14dpi,ph_14dpi,exclude,experiment,species,ph_0dpi,water_content,ecoli_conc_1,ecoli_conc_2,ecoli_conc_3,ecoli_conc_mean,ecoli_conc_sd,area_size_0dpi,area_size_2dpi,area_size_5dpi,area_size_7dpi,area_size_14dpi,area_size_NAdpi,growth_2dpi,growth_5dpi,growth_7dpi,growth_14dpi,ecoli_conc_14dpi,ecoli_conc_6dpi,ecoli_conc_11dpi,dry_weight_0dpi,dry_weight_14dpi,dry_weight_change,dry_weight_percent_change
119,46,9,2025-08-13,21.39,21.15,0.757105943152455,5.45,NA,1_1,ctrl,6.63,0.79,121052.63157894737,384615.3846153846,407766.9902912621,304478.33549519803,159272.53640920605,0.683,0.683,0.683,0.683,0.683,NA,0,0,0,0,0,NA,NA,4.491899999999999,5.137209302325576,0.6453093023255763,14.366065636491825
120,46,9,2025-08-13,18.9,18.63,0.75,5.6,NA,1_1,ctrl,6.63,0.79,121052.63157894737,384615.3846153846,407766.9902912621,304478.33549519803,159272.53640920605,0.758,0.758,NA,0.758,0.758,NA,0,NA,0,0,0,NA,NA,3.968999999999999,4.6575,0.6885000000000008,17.346938775510228
121,46,9,2025-08-13,20.31,19.73,0.769230769230769,8.94,exclude,1_1,ctrl,6.63,0.79,121052.63157894737,384615.3846153846,407766.9902912621,304478.33549519803,159272.53640920605,0.722,NA,NA,0.722,0.722,NA,NA,NA,0,0,7079646.017699116,NA,NA,4.2650999999999994,4.553076923076927,0.28797692307692735,6.751938361982776
122,47,9,2025-08-13,19.62,19.11,0.770491803278688,8.42,NA,1_1,F36 Sordaria,6.63,0.79,121052.63157894737,384615.3846153846,407766.9902912621,304478.33549519803,159272.53640920605,0.689,NA,NA,63.617,63.617,NA,NA,NA,62.928,62.928,4687500,NA,NA,4.1202,4.385901639344271,0.2657016393442717,6.448755869721658
123,47,9,2025-08-13,20.45,19.88,0.775510204081633,8.79,NA,1_1,F36 Sordaria,6.63,0.79,121052.63157894737,384615.3846153846,407766.9902912621,304478.33549519803,159272.53640920605,0.722,19.568,NA,63.617,63.617,NA,18.846,NA,62.894999999999996,62.894999999999996,437500,NA,NA,4.294499999999999,4.462857142857136,0.1683571428571371,3.9202967250468532
124,47,9,2025-08-13,19.82,19.15,0.757142857142857,8.76,NA,1_1,F36 Sordaria,6.63,0.79,121052.63157894737,384615.3846153846,407766.9902912621,304478.33549519803,159272.53640920605,0.72,23.144,NA,63.617,63.617,NA,22.424,NA,62.897,62.897,155339.8058252427,NA,NA,4.1621999999999995,4.650714285714288,0.4885142857142881,11.736924840572009
125,48,9,2025-08-13,19.38,18.79,0.779026217228464,8.99,NA,1_1,F35 Sordaria,6.63,0.79,121052.63157894737,384615.3846153846,407766.9902912621,304478.33549519803,159272.53640920605,0.689,7.124,NA,63.617,63.617,NA,6.435,NA,62.928,62.928,57553.95683453238,NA,NA,4.069799999999999,4.152097378277161,0.0822973782771621,2.0221479747693283
126,48,9,2025-08-13,19.66,19.11,0.763888888888889,9.01,NA,1_1,F35 Sordaria,6.63,0.79,121052.63157894737,384615.3846153846,407766.9902912621,304478.33549519803,159272.53640920605,0.698,NA,NA,63.617,63.617,NA,NA,NA,62.919,62.919,24295.774647887327,NA,NA,4.1286,4.512083333333332,0.3834833333333325,9.288459364756395
127,48,9,2025-08-13,20.15,19.76,0.757692307692308,8.93,NA,1_1,F35 Sordaria,6.63,0.79,121052.63157894737,384615.3846153846,407766.9902912621,304478.33549519803,159272.53640920605,0.696,18.354,NA,63.617,63.617,NA,17.657999999999998,NA,62.921,62.921,8333.333333333334,NA,NA,4.231499999999999,4.787999999999994,0.5564999999999953,13.151364764267884
128,50,9,2025-08-13,19.77,19.59,0.75,5.62,NA,1_1,F40,6.63,0.79,121052.63157894737,384615.3846153846,407766.9902912621,304478.33549519803,159272.53640920605,0.833,NA,NA,0.833,0.833,NA,NA,NA,0,0,NA,NA,NA,4.151699999999999,4.8975,0.7458000000000009,17.96372570272421
129,50,9,2025-08-13,18.78,18.61,0.746701846965699,5.87,NA,1_1,F40,6.63,0.79,121052.63157894737,384615.3846153846,407766.9902912621,304478.33549519803,159272.53640920605,0.831,NA,NA,0.831,0.831,NA,NA,NA,0,0,NA,NA,NA,3.9437999999999995,4.7138786279683424,0.7700786279683429,19.52631035976325
130,50,9,2025-08-13,19.56,19.44,0.755700325732899,5.43,NA,1_1,F40,6.63,0.79,121052.63157894737,384615.3846153846,407766.9902912621,304478.33549519803,159272.53640920605,0.683,NA,NA,0.683,0.683,NA,NA,NA,0,0,NA,NA,NA,4.107599999999999,4.749185667752443,0.6415856677524445,15.619477742536874
1,46,1,2025-08-13,15.03,14.87,0.535545023696682,5.52,NA,1_2,ctrl,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.638,0.638,0.638,0.64,0.64,NA,0,0,0.0020000000000000018,0.0020000000000000018,0,NA,NA,7.064099999999999,6.906445497630338,-0.1576545023696605,-2.231770535095207
2,46,1,2025-08-13,19.16,17.81,0.510121457489879,8.92,exclude,1_2,ctrl,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.638,0.64,0.64,0.64,0.64,NA,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,0.0020000000000000018,123893805.30973452,NA,NA,9.0052,8.724736842105253,-0.2804631578947472,-3.1144578454087326
3,46,1,2025-08-13,16.29,16.16,0.5,5.53,NA,1_2,ctrl,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.771,0.771,0.77,0.77,0.77,NA,0,-0.0010000000000000009,-0.0010000000000000009,-0.0010000000000000009,0,NA,NA,7.656299999999999,8.08,0.4237000000000011,5.534004675887846
4,47,1,2025-08-13,14.78,14.11,0.507109004739336,8.85,NA,1_2,F36 Sordaria,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.693,43.01,43.667,63.62,63.617,NA,42.317,42.974000000000004,62.927,62.924,66101694.91525424,NA,NA,6.946599999999999,6.954691943127969,0.008091943127969792,0.11648782322243675
5,47,1,2025-08-13,15.85,15.16,0.533333333333333,8.95,NA,1_2,F36 Sordaria,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.736,31.037,63.617,63.617,63.617,NA,30.301,62.881,62.881,62.881,165625000,NA,NA,7.4495,7.074666666666672,-0.3748333333333278,-5.031657605655786
6,47,1,2025-08-13,14.58,14.01,0.491525423728813,8.94,NA,1_2,F36 Sordaria,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.716,44.025,63.617,63.617,63.617,NA,43.309,62.900999999999996,62.900999999999996,62.900999999999996,1600000000,NA,NA,6.8526,7.123728813559329,0.2711288135593293,3.9565831007111063
7,48,1,2025-08-13,16.27,15.12,0.483568075117371,8.48,NA,1_2,F35 Sordaria,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.733,15.87,63.617,63.617,63.617,NA,15.136999999999999,62.884,62.884,62.884,4268292682.9268293,NA,NA,7.6469,7.808450704225351,0.161550704225351,2.112630009877872
8,48,1,2025-08-13,16.45,15.36,0.535580524344569,9.05,NA,1_2,F35 Sordaria,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.583,21.402,NA,63.617,63.617,NA,20.819000000000003,NA,63.034,63.034,3150000000,NA,NA,7.7315,7.1334831460674195,-0.5980168539325801,-7.734810242935784
9,48,1,2025-08-13,16.99,16.22,0.473933649289099,9.07,NA,1_2,F35 Sordaria,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.733,22.752,63.617,63.617,63.617,NA,22.019,62.884,62.884,62.884,3757961783.4394903,NA,NA,7.985299999999999,8.532796208530813,0.5474962085308146,6.856301059832626
10,49,1,2025-08-13,21.88,21.19,NA,8.51,NA,1_2,T. koningii,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.178,0.18,4.938,4.938,4.938,NA,0.0020000000000000018,4.76,4.76,4.76,9843750000,NA,NA,10.283599999999998,NA,NA,NA
11,49,1,2025-08-13,15.99,15.55,0.490909090909091,8.72,NA,1_2,T. koningii,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.69,1.012,20.95,32.306,63.617,NA,0.32200000000000006,20.259999999999998,31.615999999999996,62.927,7946428571.428571,NA,NA,7.5153,7.916363636363636,0.4010636363636362,5.33662842951893
12,49,1,2025-08-13,16.09,15.57,0.495575221238938,9.23,NA,1_2,T. koningii,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.733,1.628,23.949,43.321,63.617,NA,0.8949999999999999,23.216,42.588,62.884,0,NA,NA,7.5623,7.8538938053097365,0.2915938053097369,3.8558878292283683
13,50,1,2025-08-13,17.21,17.1,0.5,5.57,NA,1_2,F40,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.779,0.779,0.78,0.78,0.78,NA,0,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009,0,NA,NA,8.0887,8.55,0.4613000000000014,5.703017790250614
14,50,1,2025-08-13,16.72,16.61,0.523364485981308,5.54,NA,1_2,F40,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.703,0.703,0.7,0.7,0.7,NA,0,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027,0,NA,NA,7.858399999999999,7.9169158878504735,0.05851588785047479,0.7446285229878195
15,50,1,2025-08-13,16.57,16.49,0.512048192771085,5.53,NA,1_2,F40,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.703,0.703,0.7,0.7,0.7,NA,0,-0.0030000000000000027,-0.0030000000000000027,-0.0030000000000000027,1069306930.6930693,NA,NA,7.7879,8.046325301204806,0.2584253012048068,3.3182924948292456
16,51,1,2025-08-13,13.77,12.89,0.50952380952381,8.98,NA,1_2,F15 Faecal Isolate 1,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.726,2.366,6.21,6.21,6.21,NA,1.6400000000000001,5.484,5.484,5.484,491596638.6554622,NA,NA,6.4719,6.322238095238089,-0.14966190476191077,-2.3124879055904874
17,51,1,2025-08-13,16.26,15.59,0.524305555555556,9.08,NA,1_2,F15 Faecal Isolate 1,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.726,1.961,9.858,16.148,53.03,NA,1.235,9.132000000000001,15.422,52.304,1414814814.8148148,NA,NA,7.6422,7.416076388888881,-0.22612361111111845,-2.9588810959032537
18,51,1,2025-08-13,15.91,15.36,0.523809523809524,9.04,NA,1_2,F15 Faecal Isolate 1,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.719,1.925,4.585,5.271,5.271,NA,1.206,3.866,4.552,4.552,897350993.3774835,NA,NA,7.4777,7.314285714285712,-0.1634142857142873,-2.185354931520217
19,52,1,2025-08-13,15.6,14.91,0.541353383458647,9.02,NA,1_2,F31 Mucor I3,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.761,3.302,15.828,19.101,19.101,NA,2.541,15.067,18.34,18.34,671875000,NA,NA,7.332,6.838421052631573,-0.49357894736842667,-6.731845981566104
20,52,1,2025-08-13,14.58,13.23,0.505928853754941,9.04,NA,1_2,F31 Mucor I3,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.743,3.917,12.05,12.05,12.05,NA,3.174,11.307,11.307,11.307,38815789.47368421,NA,NA,6.8526,6.53656126482213,-0.3160387351778695,-4.611953640630849
21,52,1,2025-08-13,14.55,13.8,0.523560209424083,8.94,NA,1_2,F31 Mucor I3,6.63,0.53,157407.4074074074,89285.71428571428,91463.41463414635,112718.84544242267,38716.74408541606,0.73,3.487,33.022,63.62,63.62,NA,2.757,32.292,62.89,62.89,NA,NA,NA,6.8385,6.574869109947655,-0.26363089005234475,-3.855098194813845
22,53,2,2025-08-20,13.82,13.74,NA,6.23,NA,1_2,ctrl,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.917,NA,NA,0.917,NA,NA,NA,NA,0,NA,0,NA,NA,7.1249777777777705,NA,NA,NA
23,53,2,2025-08-20,15.48,15.32,NA,6,NA,1_2,ctrl,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.678,NA,NA,0.678,NA,NA,NA,NA,0,NA,0,NA,NA,7.9807999999999915,NA,NA,NA
24,53,2,2025-08-20,14.56,14.45,NA,6.05,NA,1_2,ctrl,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.691,NA,NA,0.691,NA,NA,NA,NA,0,NA,0,NA,NA,7.506488888888881,NA,NA,NA
25,54,2,2025-08-20,16.22,15.83,NA,9,NA,1_2,F36 Sordaria,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.65,NA,NA,63.617,NA,NA,NA,NA,62.967,NA,NA,NA,NA,8.3623111111111,NA,NA,NA
26,54,2,2025-08-20,16.77,15.19,NA,9.02,NA,1_2,F36 Sordaria,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.791,NA,NA,63.617,NA,NA,NA,NA,62.826,NA,NA,NA,NA,8.645866666666658,NA,NA,NA
27,54,2,2025-08-20,16.29,15.65,NA,8.99,NA,1_2,F36 Sordaria,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.583,NA,NA,58.648,NA,NA,NA,NA,58.065000000000005,NA,NA,NA,NA,8.39839999999999,NA,NA,NA
28,55,2,2025-08-20,13.31,11.14,NA,9.01,NA,1_2,F35 Sordaria,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.668,NA,NA,52.415,NA,NA,NA,NA,51.747,NA,NA,NA,NA,6.862044444444437,NA,NA,NA
29,55,2,2025-08-20,14.45,13.47,NA,9,NA,1_2,F35 Sordaria,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.713,NA,NA,63.617,NA,NA,NA,NA,62.903999999999996,NA,NA,NA,NA,7.449777777777769,NA,NA,NA
30,55,2,2025-08-20,15.36,14.96,NA,9.05,NA,1_2,F35 Sordaria,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.622,NA,NA,63.617,NA,NA,NA,NA,62.995,NA,NA,NA,NA,7.9189333333333245,NA,NA,NA
31,56,2,2025-08-20,15.68,14.38,NA,9.1,NA,1_2,T. koningii,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.77,NA,NA,63.617,NA,NA,NA,NA,62.846999999999994,NA,NA,NA,NA,8.083911111111101,NA,NA,NA
32,56,2,2025-08-20,13.58,13.23,NA,9.04,NA,1_2,T. koningii,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.7,NA,NA,63.617,NA,NA,NA,NA,62.916999999999994,NA,NA,NA,NA,7.001244444444437,NA,NA,NA
33,56,2,2025-08-20,16.03,15.68,NA,8.95,NA,1_2,T. koningii,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.696,NA,NA,63.617,NA,NA,NA,NA,62.921,NA,NA,NA,NA,8.264355555555547,NA,NA,NA
34,57,2,2025-08-20,15.39,14.93,NA,9.03,NA,1_2,F40,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.85,NA,NA,15.409,NA,NA,NA,NA,14.559000000000001,NA,NA,NA,NA,7.934399999999991,NA,NA,NA
35,57,2,2025-08-20,14.13,14.02,NA,5.92,NA,1_2,F40,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.781,NA,NA,0.781,NA,NA,NA,NA,0,NA,NA,NA,NA,7.284799999999993,NA,NA,NA
36,57,2,2025-08-20,14.05,13.71,NA,9.22,NA,1_2,F40,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.765,NA,NA,9.691,NA,NA,NA,NA,8.926,NA,NA,NA,NA,7.243555555555548,NA,NA,NA
37,58,2,2025-08-20,14.81,14.53,NA,8.98,NA,1_2,F15 Faecal Isolate 1,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.774,NA,NA,15.044,NA,NA,NA,NA,14.27,NA,NA,NA,NA,7.635377777777769,NA,NA,NA
38,58,2,2025-08-20,15.06,14.78,NA,9,NA,1_2,F15 Faecal Isolate 1,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.764,NA,NA,7.862,NA,NA,NA,NA,7.098,NA,NA,NA,NA,7.764266666666658,NA,NA,NA
39,58,2,2025-08-20,13.36,13.17,NA,8.95,NA,1_2,F15 Faecal Isolate 1,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.702,NA,NA,15.089,NA,NA,NA,NA,14.387,NA,NA,NA,NA,6.887822222222215,NA,NA,NA
40,59,2,2025-08-20,16.78,15.26,NA,8.71,NA,1_2,F31 Mucor I3,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.765,NA,NA,19.814,NA,NA,NA,NA,19.049,NA,NA,NA,NA,8.651022222222213,NA,NA,NA
41,59,2,2025-08-20,17.01,16.85,NA,8.95,NA,1_2,F31 Mucor I3,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.675,NA,NA,53.917,NA,NA,NA,NA,53.242000000000004,NA,NA,NA,NA,8.769599999999992,NA,NA,NA
42,59,2,2025-08-20,15.74,15.63,NA,9.08,NA,1_2,F31 Mucor I3,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.649,NA,NA,10.67,NA,NA,NA,NA,10.021,NA,NA,NA,NA,8.114844444444437,NA,NA,NA
43,60,2,2025-08-20,16.04,15.65,NA,9.15,NA,1_2,T. harzianum T22,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.702,NA,NA,40.924,NA,NA,NA,NA,40.222,NA,NA,NA,NA,8.269511111111102,NA,NA,NA
44,60,2,2025-08-20,14.82,14.39,NA,9.09,NA,1_2,T. harzianum T22,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.708,NA,NA,49.107,NA,NA,NA,NA,48.399,NA,NA,NA,NA,7.640533333333325,NA,NA,NA
45,60,2,2025-08-20,16.9,15.94,NA,9.08,NA,1_2,T. harzianum T22,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.724,NA,NA,42.42,NA,NA,NA,NA,41.696000000000005,NA,NA,NA,NA,8.712888888888878,NA,NA,NA
46,61,2,2025-08-20,16.5,16.03,NA,9.08,NA,1_2,T. gamsii,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.742,NA,NA,38.329,NA,NA,NA,NA,37.587,NA,NA,NA,NA,8.506666666666657,NA,NA,NA
47,61,2,2025-08-20,16.71,15.79,NA,9.04,NA,1_2,T. gamsii,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.689,NA,NA,42.272,NA,NA,NA,NA,41.583,NA,NA,NA,NA,8.614933333333324,NA,NA,NA
48,61,2,2025-08-20,14.33,13.9,NA,9.05,NA,1_2,T. gamsii,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.702,NA,NA,46.172,NA,NA,NA,NA,45.47,NA,NA,NA,NA,7.387911111111103,NA,NA,NA
49,62,2,2025-08-20,15.98,15.48,NA,9.03,NA,1_2,F33 Sordaria,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.702,NA,NA,63.617,NA,NA,NA,NA,62.915,NA,NA,NA,NA,8.238577777777769,NA,NA,NA
50,62,2,2025-08-20,16.33,15.8,NA,9.01,NA,1_2,F33 Sordaria,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.695,NA,NA,63.617,NA,NA,NA,NA,62.922,NA,NA,NA,NA,8.419022222222212,NA,NA,NA
51,62,2,2025-08-20,16.04,14.93,NA,9.03,NA,1_2,F33 Sordaria,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.701,NA,NA,63.617,NA,NA,NA,NA,62.916,NA,NA,NA,NA,8.269511111111102,NA,NA,NA
52,63,2,2025-08-20,14.45,14.03,NA,9.15,NA,1_2,T. harzianum CBS245.93,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.806,NA,NA,49.63,NA,NA,NA,NA,48.824000000000005,NA,NA,NA,NA,7.449777777777769,NA,NA,NA
53,63,2,2025-08-20,15.1,14.43,NA,9.15,NA,1_2,T. harzianum CBS245.93,6.8,0.484444444444445,393750,265909.0909090909,470588.23529411765,376749.10873440286,103393.2336490892,0.71,NA,NA,45.608,NA,NA,NA,NA,44.897999999999996,NA,NA,NA,NA,7.78488888888888,NA,NA,NA
54,64,3,2025-08-26,15.86,NA,NA,NA,NA,1_2,ctrl,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.265661375661372,NA,NA,NA
55,64,3,2025-08-26,15.62,NA,NA,NA,NA,1_2,ctrl,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.140582010582007,NA,NA,NA
56,64,3,2025-08-26,15.87,NA,NA,NA,NA,1_2,ctrl,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.270873015873011,NA,NA,NA
57,65,3,2025-08-26,16.07,NA,NA,NA,NA,1_2,Mucor spp I3,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3751058201058175,NA,NA,NA
58,65,3,2025-08-26,15.89,NA,NA,NA,NA,1_2,Mucor spp I3,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.281296296296293,NA,NA,NA
59,65,3,2025-08-26,15.81,NA,NA,NA,NA,1_2,Mucor spp I3,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.239603174603172,NA,NA,NA
60,66,3,2025-08-26,15.07,NA,NA,NA,NA,1_2,F35 Sordaria,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.853941798941796,NA,NA,NA
61,66,3,2025-08-26,15.98,NA,NA,NA,NA,1_2,F35 Sordaria,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.328201058201055,NA,NA,NA
62,66,3,2025-08-26,15.39,NA,NA,NA,NA,1_2,F35 Sordaria,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.020714285714282,NA,NA,NA
63,67,3,2025-08-26,15.9,NA,NA,NA,NA,1_2,T. koningii,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.286507936507933,NA,NA,NA
64,67,3,2025-08-26,15.89,NA,NA,NA,NA,1_2,T. koningii,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.281296296296293,NA,NA,NA
65,67,3,2025-08-26,15.3,NA,NA,NA,NA,1_2,T. koningii,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.97380952380952,NA,NA,NA
66,68,3,2025-08-26,15.27,NA,NA,NA,NA,1_2,F15 Faecal Isolate 1,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9581746031746,NA,NA,NA
67,68,3,2025-08-26,15.33,NA,NA,NA,NA,1_2,F15 Faecal Isolate 1,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.989444444444441,NA,NA,NA
68,68,3,2025-08-26,15.96,NA,NA,NA,NA,1_2,F15 Faecal Isolate 1,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.317777777777774,NA,NA,NA
69,69,3,2025-08-26,16.1,NA,NA,NA,NA,1_2,P. ostreatus v. Floridae,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.390740740740737,NA,NA,NA
70,70,3,2025-08-26,15.68,NA,NA,NA,NA,1_2,Sordaria + T. harz,6.73,0.478835978835979,556962.0253164556,541592.9203539824,574647.8873239437,557734.2776647939,16541.009358967294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.171851851851848,NA,NA,NA
71,71,4,2025-09-02,14.83,NA,NA,NA,NA,1_2,ctrl,6.83,0.49,716417.9104477612,640860.2150537634,731506.8493150686,696261.6582721977,48568.600474477214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5633,NA,NA,NA
72,72,4,2025-09-02,14.81,NA,NA,NA,NA,1_2,F40,6.83,0.49,716417.9104477612,640860.2150537634,731506.8493150686,696261.6582721977,48568.600474477214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.553100000000001,NA,NA,NA
