id_treatment,id_inoc,id_faeces,starting_date,weight_0dpi,weight_14dpi,water_content_14dpi,ph_14dpi,id_bact,date.x,sample_weight,dilution_ecoli,ecoli_counted,dilution_enterococcus,enterococcus_counted,...9,id_picture,date.y,area_size,macro_description,contamination,comments,collection_date_1,collection_date_2,total-weight,ph,water_content,sample_weight_1,sample_weight_2,sample_weight_3,dilution_factor_ecoli,dilution_factor_enterococcus,e_coli_counted_1,e_coli_counted_2,e_coli_counted_3,enterococcus_counted_1,enterococcus_counted_2,enterococcus_counted_3,species,material,material_2,mass,production_date,forming_date
26,12,3,2025-07-10T00:00:00Z,21.429999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,2025-07-10T00:00:00Z,0.655,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,Trichoderma koningiopsis,MEA,none,NA,NA,NA
26,12,3,2025-07-10T00:00:00Z,21.429999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,2025-07-17T00:00:00Z,0.655,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,Trichoderma koningiopsis,MEA,none,NA,NA,NA
26,12,3,2025-07-10T00:00:00Z,21.429999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2025-07-24T00:00:00Z,0.655,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,Trichoderma koningiopsis,MEA,none,NA,NA,NA
27,12,3,2025-07-10T00:00:00Z,21.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,2025-07-10T00:00:00Z,0.675,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,Trichoderma koningiopsis,MEA,none,NA,NA,NA
27,12,3,2025-07-10T00:00:00Z,21.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,2025-07-17T00:00:00Z,0.675,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,Trichoderma koningiopsis,MEA,none,NA,NA,NA
27,12,3,2025-07-10T00:00:00Z,21.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2025-07-24T00:00:00Z,0.675,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,Trichoderma koningiopsis,MEA,none,NA,NA,NA
28,12,3,2025-07-10T00:00:00Z,21.999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,2025-07-10T00:00:00Z,0.669,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,Trichoderma koningiopsis,MEA,none,NA,NA,NA
28,12,3,2025-07-10T00:00:00Z,21.999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,2025-07-17T00:00:00Z,0.669,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,Trichoderma koningiopsis,MEA,none,NA,NA,NA
28,12,3,2025-07-10T00:00:00Z,21.999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2025-07-24T00:00:00Z,0.669,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,Trichoderma koningiopsis,MEA,none,NA,NA,NA
29,13,3,2025-07-10T00:00:00Z,21.179999999999996,NA,NA,NA,28,2025-07-23T00:00:00Z,1.35,50,0,NA,NA,NA,58,2025-07-10T00:00:00Z,0.704,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
29,13,3,2025-07-10T00:00:00Z,21.179999999999996,NA,NA,NA,28,2025-07-23T00:00:00Z,1.35,50,0,NA,NA,NA,59,2025-07-17T00:00:00Z,0.704,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
29,13,3,2025-07-10T00:00:00Z,21.179999999999996,NA,NA,NA,28,2025-07-23T00:00:00Z,1.35,50,0,NA,NA,NA,60,2025-07-24T00:00:00Z,0.704,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
30,13,3,2025-07-10T00:00:00Z,23.02,NA,NA,NA,29,2025-07-23T00:00:00Z,1.05,50,0,NA,NA,NA,61,2025-07-10T00:00:00Z,0.646,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
30,13,3,2025-07-10T00:00:00Z,23.02,NA,NA,NA,29,2025-07-23T00:00:00Z,1.05,50,0,NA,NA,NA,62,2025-07-17T00:00:00Z,0.646,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
30,13,3,2025-07-10T00:00:00Z,23.02,NA,NA,NA,29,2025-07-23T00:00:00Z,1.05,50,0,NA,NA,NA,63,2025-07-24T00:00:00Z,0.646,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
31,13,3,2025-07-10T00:00:00Z,22.639999999999997,NA,NA,NA,30,2025-07-23T00:00:00Z,1.23,50,0,NA,NA,NA,64,2025-07-10T00:00:00Z,0.83,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
31,13,3,2025-07-10T00:00:00Z,22.639999999999997,NA,NA,NA,30,2025-07-23T00:00:00Z,1.23,50,0,NA,NA,NA,65,2025-07-17T00:00:00Z,0.83,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
31,13,3,2025-07-10T00:00:00Z,22.639999999999997,NA,NA,NA,30,2025-07-23T00:00:00Z,1.23,50,0,NA,NA,NA,66,2025-07-24T00:00:00Z,0.83,NA,NA,NA,2025-07-09T00:00:00Z,NA,308,NA,84,0.68,0.75,0.74,50000,NA,187,191,200,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
32,14,4,2025-07-15T00:00:00Z,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,2025-07-15T00:00:00Z,0.644,none,none,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Faecal isolate 1,MEA,none,NA,NA,NA
32,14,4,2025-07-15T00:00:00Z,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,2025-07-22T00:00:00Z,6.874,mycelium-slime,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Faecal isolate 1,MEA,none,NA,NA,NA
32,14,4,2025-07-15T00:00:00Z,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,2025-07-29T00:00:00Z,9.803,slime,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Faecal isolate 1,MEA,none,NA,NA,NA
33,14,4,2025-07-15T00:00:00Z,21.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,2025-07-15T00:00:00Z,0.653,none,none,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Faecal isolate 1,MEA,none,NA,NA,NA
33,14,4,2025-07-15T00:00:00Z,21.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,2025-07-22T00:00:00Z,7.317,mycelium-slime,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Faecal isolate 1,MEA,none,NA,NA,NA
33,14,4,2025-07-15T00:00:00Z,21.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,2025-07-29T00:00:00Z,10.522,slime,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Faecal isolate 1,MEA,none,NA,NA,NA
34,14,4,2025-07-15T00:00:00Z,22.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,2025-07-15T00:00:00Z,0.627,none,none,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Faecal isolate 1,MEA,none,NA,NA,NA
34,14,4,2025-07-15T00:00:00Z,22.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,2025-07-22T00:00:00Z,3.645,mycelium-slime,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Faecal isolate 1,MEA,none,NA,NA,NA
34,14,4,2025-07-15T00:00:00Z,22.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,2025-07-29T00:00:00Z,4.833,slime,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Faecal isolate 1,MEA,none,NA,NA,NA
35,15,4,2025-07-15T00:00:00Z,21.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,2025-07-15T00:00:00Z,0.77,none,none,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Mucor spp I3,MEA,none,NA,NA,NA
35,15,4,2025-07-15T00:00:00Z,21.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,2025-07-22T00:00:00Z,13.64,mycelium-slime,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Mucor spp I3,MEA,none,NA,NA,NA
35,15,4,2025-07-15T00:00:00Z,21.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,2025-07-29T00:00:00Z,13.826,slime,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Mucor spp I3,MEA,none,NA,NA,NA
36,15,4,2025-07-15T00:00:00Z,21.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,2025-07-15T00:00:00Z,0.508,none,none,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Mucor spp I3,MEA,none,NA,NA,NA
36,15,4,2025-07-15T00:00:00Z,21.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,2025-07-22T00:00:00Z,9.279,mycelium-slime,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Mucor spp I3,MEA,none,NA,NA,NA
36,15,4,2025-07-15T00:00:00Z,21.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,2025-07-29T00:00:00Z,12.142,slime,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Mucor spp I3,MEA,none,NA,NA,NA
37,15,4,2025-07-15T00:00:00Z,21.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,2025-07-15T00:00:00Z,0.59,none,none,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Mucor spp I3,MEA,none,NA,NA,NA
37,15,4,2025-07-15T00:00:00Z,21.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,2025-07-22T00:00:00Z,1.541,mycelium-slime,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Mucor spp I3,MEA,none,NA,NA,NA
37,15,4,2025-07-15T00:00:00Z,21.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,2025-07-29T00:00:00Z,1.494,slime-slime,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,Mucor spp I3,MEA,none,NA,NA,NA
38,16,4,2025-07-15T00:00:00Z,21.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,2025-07-15T00:00:00Z,0.512,none,none,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
38,16,4,2025-07-15T00:00:00Z,21.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,2025-07-22T00:00:00Z,0.512,none,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
38,16,4,2025-07-15T00:00:00Z,21.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,2025-07-29T00:00:00Z,0.512,none,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
39,16,4,2025-07-15T00:00:00Z,21.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,2025-07-15T00:00:00Z,0.503,none,none,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
39,16,4,2025-07-15T00:00:00Z,21.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,2025-07-22T00:00:00Z,0.503,none,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
39,16,4,2025-07-15T00:00:00Z,21.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,2025-07-29T00:00:00Z,0.503,none,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
40,16,4,2025-07-15T00:00:00Z,22.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,2025-07-15T00:00:00Z,0.484,none,none,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
40,16,4,2025-07-15T00:00:00Z,22.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,2025-07-22T00:00:00Z,0.484,none,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
40,16,4,2025-07-15T00:00:00Z,22.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,2025-07-29T00:00:00Z,0.484,none,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,ctrl agar without,MEA,none,NA,NA,NA
41,17,4,2025-07-15T00:00:00Z,20.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2025-07-15T00:00:00Z,0.658,none,none,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,T. gamsii,MEA,none,NA,NA,NA
41,17,4,2025-07-15T00:00:00Z,20.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2025-07-22T00:00:00Z,1.067,mycelium,very strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,T. gamsii,MEA,none,NA,NA,NA
41,17,4,2025-07-15T00:00:00Z,20.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,2025-07-29T00:00:00Z,1.236,mycelium,very strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,T. gamsii,MEA,none,NA,NA,NA
41,17,4,2025-07-15T00:00:00Z,20.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2025-07-15T00:00:00Z,0.661,none,none,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,T. gamsii,MEA,none,NA,NA,NA
41,17,4,2025-07-15T00:00:00Z,20.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,2025-07-22T00:00:00Z,1.235,mycelium,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,T. gamsii,MEA,none,NA,NA,NA
41,17,4,2025-07-15T00:00:00Z,20.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,2025-07-29T00:00:00Z,1.037,mycelium,strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,T. gamsii,MEA,none,NA,NA,NA
42,18,4,2025-07-15T00:00:00Z,21.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,2025-07-15T00:00:00Z,0.667,none,none,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,T. koningii,MEA,none,NA,NA,NA
42,18,4,2025-07-15T00:00:00Z,21.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,2025-07-22T00:00:00Z,0.798,mycelium,very strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,T. koningii,MEA,none,NA,NA,NA
42,18,4,2025-07-15T00:00:00Z,21.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,2025-07-29T00:00:00Z,0.813,mycelium,very strong,NA,2025-07-15T00:00:00Z,NA,250,NA,87,0.67,0.57,0.95,50000,NA,57,48,102,NA,NA,NA,T. koningii,MEA,none,NA,NA,NA
43,19,5,2025-07-22T00:00:00Z,23.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,2025-07-22T00:00:00Z,0.725,none,none,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. gamsii,MEA,none,NA,NA,NA
43,19,5,2025-07-22T00:00:00Z,23.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,2025-07-29T00:00:00Z,0.725,none,very strong,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. gamsii,MEA,none,NA,NA,NA
43,19,5,2025-07-22T00:00:00Z,23.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,2025-08-05T00:00:00Z,0.725,none,very strong,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. gamsii,MEA,none,NA,NA,NA
44,19,5,2025-07-22T00:00:00Z,23.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,2025-07-22T00:00:00Z,0.756,none,none,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. gamsii,MEA,none,NA,NA,NA
44,19,5,2025-07-22T00:00:00Z,23.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,2025-07-29T00:00:00Z,1.165,mycelium,medium,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. gamsii,MEA,none,NA,NA,NA
44,19,5,2025-07-22T00:00:00Z,23.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,2025-08-05T00:00:00Z,7.493,slime,strong,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. gamsii,MEA,none,NA,NA,NA
45,19,5,2025-07-22T00:00:00Z,21.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,2025-07-22T00:00:00Z,0.781,none,none,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. gamsii,MEA,none,NA,NA,NA
45,19,5,2025-07-22T00:00:00Z,21.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,2025-07-29T00:00:00Z,0.907,mycelium,none,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. gamsii,MEA,none,NA,NA,NA
45,19,5,2025-07-22T00:00:00Z,21.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,2025-08-05T00:00:00Z,1.206,slime,strong,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. gamsii,MEA,none,NA,NA,NA
46,20,5,2025-07-22T00:00:00Z,22.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,2025-07-22T00:00:00Z,0.651,none,none,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. veluntinum,MEA,none,NA,NA,NA
46,20,5,2025-07-22T00:00:00Z,22.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,2025-07-29T00:00:00Z,2.545,slime,few,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. veluntinum,MEA,none,NA,NA,NA
46,20,5,2025-07-22T00:00:00Z,22.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,2025-08-05T00:00:00Z,12.513,strong mycelium,strong,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. veluntinum,MEA,none,NA,NA,NA
47,20,5,2025-07-22T00:00:00Z,23.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,2025-07-22T00:00:00Z,0.728,none,none,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. veluntinum,MEA,none,NA,NA,NA
47,20,5,2025-07-22T00:00:00Z,23.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,2025-07-29T00:00:00Z,0.728,none,few,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. veluntinum,MEA,none,NA,NA,NA
47,20,5,2025-07-22T00:00:00Z,23.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,2025-08-05T00:00:00Z,0.728,none,very strong,overgrowth from contamination after 7 days,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. veluntinum,MEA,none,NA,NA,NA
48,20,5,2025-07-22T00:00:00Z,23.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,2025-07-22T00:00:00Z,0.649,none,none,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. veluntinum,MEA,none,NA,NA,NA
48,20,5,2025-07-22T00:00:00Z,23.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,2025-07-29T00:00:00Z,2.471,mycelium-slime,few,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. veluntinum,MEA,none,NA,NA,NA
48,20,5,2025-07-22T00:00:00Z,23.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,2025-08-05T00:00:00Z,2.471,slime,medium,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. veluntinum,MEA,none,NA,NA,NA
49,21,5,2025-07-22T00:00:00Z,22.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,2025-07-22T00:00:00Z,0.625,none,none,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. harzianum CBS245.93,MEA,none,NA,NA,NA
49,21,5,2025-07-22T00:00:00Z,22.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,2025-07-29T00:00:00Z,3.096,mycelium-slime,none,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. harzianum CBS245.93,MEA,none,NA,NA,NA
49,21,5,2025-07-22T00:00:00Z,22.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,2025-08-05T00:00:00Z,4.491,mycelium-slime,strong,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. harzianum CBS245.93,MEA,none,NA,NA,NA
50,21,5,2025-07-22T00:00:00Z,22.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,2025-07-22T00:00:00Z,0.64,none,none,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. harzianum CBS245.93,MEA,none,NA,NA,NA
50,21,5,2025-07-22T00:00:00Z,22.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,2025-07-29T00:00:00Z,3.363,mycelium-slime,few,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. harzianum CBS245.93,MEA,none,NA,NA,NA
50,21,5,2025-07-22T00:00:00Z,22.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,2025-08-05T00:00:00Z,5.014,mycelium-slime,strong,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. harzianum CBS245.93,MEA,none,NA,NA,NA
51,21,5,2025-07-22T00:00:00Z,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,2025-07-22T00:00:00Z,0.662,none,none,NA,2025-07-21T00:00:00Z,NA,450,NA,80,0.54,0.7,0.78,200000,NA,126,200,182,NA,NA,NA,T. harzianum CBS245.93,MEA,none,NA,NA,NA
