id_picture,id_treatment,date,area_size,growth_description,contamination_area,reproductive_structures,comments
453,138,2025-09-18T00:00:00Z,0.67,0,0,0,
454,138,2025-09-25T00:00:00Z,0.67,0,63.617,0,
455,138,2025-10-02T00:00:00Z,0.67,0,63.617,0,
456,139,2025-09-18T00:00:00Z,0.743,0,0,0,
457,139,2025-09-25T00:00:00Z,0.743,0,2.647,0,
458,139,2025-10-02T00:00:00Z,0.743,0,23.568,0,
459,140,2025-09-18T00:00:00Z,0.678,0,0,0,
460,140,2025-09-25T00:00:00Z,0.678,0,63.617,0,
461,140,2025-10-02T00:00:00Z,0.678,0,63.617,0,
462,141,2025-10-03T00:00:00Z,0.77,0,0,0,
463,141,2025-10-10T00:00:00Z,0.77,0,0,0,
464,141,2025-10-17T00:00:00Z,0.77,0,0,0,
465,142,2025-10-03T00:00:00Z,0.67,0,0,0,
466,142,2025-10-10T00:00:00Z,0.67,0,0,0,
467,142,2025-10-17T00:00:00Z,0.67,0,0,0,
468,143,2025-10-03T00:00:00Z,0.63,0,0,0,
469,143,2025-10-10T00:00:00Z,0.63,0,0.426,0,
470,143,2025-10-17T00:00:00Z,0.63,0,11.952,0,
471,144,2025-10-03T00:00:00Z,0.994,0,0,0,
472,144,2025-10-10T00:00:00Z,9.584,5,0,0,
473,144,2025-10-17T00:00:00Z,59.4,5,0,0,
474,145,2025-10-03T00:00:00Z,0.778,0,0,0,
475,145,2025-10-10T00:00:00Z,1.243,5,62.373999999999995,0,
476,145,2025-10-17T00:00:00Z,1.324,4,62.293,0,
477,146,2025-10-03T00:00:00Z,0.772,0,0,0,
478,146,2025-10-10T00:00:00Z,2.269,5,0,0,
479,146,2025-10-17T00:00:00Z,37.207,5,0,0,
480,147,2025-10-03T00:00:00Z,0.963,0,0,0,
481,147,2025-10-10T00:00:00Z,2.32,5,61.297,0,
482,147,2025-10-17T00:00:00Z,2.32,5,61.297,0,
483,148,2025-10-03T00:00:00Z,1.316,0,0,0,
484,148,2025-10-10T00:00:00Z,5.176,5,58.440999999999995,0,
485,148,2025-10-17T00:00:00Z,6.243,4,57.373999999999995,0,
486,149,2025-10-03T00:00:00Z,NA,NA,NA,NA,
487,149,2025-10-10T00:00:00Z,6.439,5,0,0,
488,149,2025-10-17T00:00:00Z,63.617,5,0,0,
489,150,2025-10-03T00:00:00Z,0.656,0,0,0,
490,150,2025-10-10T00:00:00Z,6.736,5,7.582,0,
491,150,2025-10-17T00:00:00Z,54.717,5,0,0,
492,151,2025-10-03T00:00:00Z,NA,NA,NA,NA,
493,151,2025-10-10T00:00:00Z,7.966,5,0,0,
494,151,2025-10-17T00:00:00Z,63.617,5,0,0,
495,152,2025-10-03T00:00:00Z,0.805,0,0,0,
496,152,2025-10-10T00:00:00Z,5.249,5,0,0,
497,152,2025-10-17T00:00:00Z,58.903,5,0,0,
498,153,2025-10-03T00:00:00Z,0.806,0,0,0,
499,153,2025-10-10T00:00:00Z,6.276,5,0,0,
500,153,2025-10-17T00:00:00Z,NA,NA,NA,NA,
501,154,2025-10-03T00:00:00Z,0.77,0,0,0,
502,154,2025-10-10T00:00:00Z,6.54,5,0,0,
503,154,2025-10-17T00:00:00Z,63.617,5,0,0,
504,155,2025-10-03T00:00:00Z,0.686,0,0,0,
505,155,2025-10-10T00:00:00Z,7.309,5,5.624,0,
506,155,2025-10-17T00:00:00Z,63.617,5,0,0,
507,156,2025-10-03T00:00:00Z,0.899,0,0,0,
508,156,2025-10-10T00:00:00Z,8.932,5,0,0,
509,156,2025-10-17T00:00:00Z,59.099,5,0,0,
510,157,2025-10-03T00:00:00Z,1.029,0,0,0,
511,157,2025-10-10T00:00:00Z,8.073,5,0,0,
512,157,2025-10-17T00:00:00Z,60.604,5,0,0,
513,158,2025-10-03T00:00:00Z,0.921,0,0,0,
514,158,2025-10-10T00:00:00Z,10.11,5,4.47,0,
515,158,2025-10-17T00:00:00Z,63.617,5,0,0,
516,159,2025-10-03T00:00:00Z,0.952,0,0,0,
517,159,2025-10-10T00:00:00Z,16.154,5,9.996,0,
518,159,2025-10-17T00:00:00Z,63.617,5,0,0,
519,160,2025-10-03T00:00:00Z,0.847,0,0,0,
520,160,2025-10-10T00:00:00Z,13.632,5,0,0,
521,160,2025-10-17T00:00:00Z,57.957,5,5.659999999999997,0,
522,161,2025-10-03T00:00:00Z,1.052,0,0,0,
523,161,2025-10-10T00:00:00Z,13.145,5,6.466,0,
524,161,2025-10-17T00:00:00Z,55.328,4,3.7709999999999937,0,
525,162,2025-10-03T00:00:00Z,0.748,0,0,0,
526,162,2025-10-10T00:00:00Z,14.181,5,0,0,
527,162,2025-10-17T00:00:00Z,63.617,5,0,0,
528,163,2025-10-03T00:00:00Z,0.737,0,0,0,
529,163,2025-10-10T00:00:00Z,14.577,5,0,0,
530,163,2025-10-17T00:00:00Z,63.617,5,0,0,
531,164,2025-10-03T00:00:00Z,0.743,0,0,0,
532,164,2025-10-10T00:00:00Z,13.931,5,0,0,
533,164,2025-10-17T00:00:00Z,63.617,5,0,0,
534,165,2025-10-03T00:00:00Z,1.25,0,0,0,
535,165,2025-10-10T00:00:00Z,1.25,0,63.617,0,
536,165,2025-10-17T00:00:00Z,1.25,0,63.617,0,
537,166,2025-10-03T00:00:00Z,0.671,0,0,0,
538,166,2025-10-10T00:00:00Z,0.671,0,0,0,
539,166,2025-10-17T00:00:00Z,0.671,0,0,0,
540,167,2025-10-03T00:00:00Z,0.69,0,0,0,
541,167,2025-10-10T00:00:00Z,0.69,0,0,0,
542,167,2025-10-17T00:00:00Z,0.69,0,0,0,
543,168,2025-10-03T00:00:00Z,0.769,0,0,0,
544,168,2025-10-10T00:00:00Z,0.769,0,0,0,
545,168,2025-10-17T00:00:00Z,0.769,0,0,0,
546,169,2025-10-03T00:00:00Z,0.739,0,0,0,
547,169,2025-10-10T00:00:00Z,0.739,0,63.617,0,
548,169,2025-10-17T00:00:00Z,0.739,0,63.617,0,
549,170,2025-10-03T00:00:00Z,0.7,0,0,0,
550,170,2025-10-10T00:00:00Z,0.7,0,6.899,0,
551,170,2025-10-17T00:00:00Z,0.7,0,32.677,0,
552,171,2025-10-03T00:00:00Z,0.723,0,0,0,
553,171,2025-10-10T00:00:00Z,0.723,0,0,0,
554,171,2025-10-17T00:00:00Z,0.723,0,2.245,0,
555,172,2025-10-03T00:00:00Z,0.721,0,0,0,
556,172,2025-10-10T00:00:00Z,0.721,0,0,0,
557,172,2025-10-17T00:00:00Z,0.721,0,0,0,
558,173,2025-10-03T00:00:00Z,0.74,0,0,0,
559,173,2025-10-10T00:00:00Z,0.74,0,0,0,
560,173,2025-10-17T00:00:00Z,0.74,0,0,0,
561,NA,NA,NA,NA,NA,NA,
562,NA,NA,NA,NA,NA,NA,
563,NA,NA,NA,NA,NA,NA,
564,NA,NA,NA,NA,NA,NA,
565,NA,NA,NA,NA,NA,NA,
566,NA,NA,NA,NA,NA,NA,
567,NA,NA,NA,NA,NA,NA,
568,NA,NA,NA,NA,NA,NA,
569,NA,NA,NA,NA,NA,NA,
